Code DiDok;Désignation officielle;Désignation organisation commerciale;Moyen de transport;Canton;Commune;Numero Commune;Localité;Swiss Business Organisation ID;Commentaire OFT;Coordonnées E MN95;Coordonnées N MN95;Altitude;Lien sur la carte
8509221;Cully, Maison de Commune;Service d'automobiles TPF;BUS;VD;Bourg-en-Lavaux;5613;Cully;ch:1:sboid:100633;;2545567.363;1148765.071;379.3;46.487982472365765, 6.729712016040308
8510138;Villette (Lavaux), gare;Service d'automobiles TPF;BUS;VD;Bourg-en-Lavaux;5613;Villette (Lavaux);ch:1:sboid:100633;;2543852.211;1149596.792;385.3;46.49532208500827, 6.707274036153384
8582777;Grandvaux, Le Tronchet;PostAuto AG;BUS;VD;Bourg-en-Lavaux;5613;Grandvaux;ch:1:sboid:100602;;2545464;1151670;723;46.514104565118515, 6.728022528480152
8588454;Grandvaux, Pra Grana;Transports Publics de la Région Lausannoise sa;BUS;VD;Bourg-en-Lavaux;5613;Grandvaux;ch:1:sboid:100122;;2544426.558;1150424.39;644;46.50281452437497, 6.7146552271566495
8588453;Aran, Pra Forny;Transports Publics de la Région Lausannoise sa;BUS;VD;Bourg-en-Lavaux;5613;Aran;ch:1:sboid:100122;;2544176.092;1150705.787;638;46.50532487580781, 6.711358410148335
8512258;Grandvaux, Chincuz;PostAuto AG;BUS;VD;Bourg-en-Lavaux;5613;Grandvaux;ch:1:sboid:100602;;2545091.774;1151318.981;727.4;46.51091658045317, 6.723214394267437
8504011;Grandvaux;Schweizerische Bundesbahnen SBB;TRAIN;VD;Bourg-en-Lavaux;5613;Grandvaux;ch:1:sboid:100001;;2545034.274;1149766.646;565.065;46.49694824046734, 6.722650186115819
8510137;Epesses, gare;Service d'automobiles TPF;BUS;VD;Bourg-en-Lavaux;5613;Cully;ch:1:sboid:100633;;2546773;1148920;389.8;46.489473207494974, 6.7453954869973
8501297;Riex, fontaine;PostAuto AG;BUS;VD;Bourg-en-Lavaux;5613;Riex;ch:1:sboid:100602;;2546034;1149360;442;46.49337184811767, 6.735719586613959
8510004;Cully, Hôpital de Lavaux;PostAuto AG;BUS;VD;Bourg-en-Lavaux;5613;Cully;ch:1:sboid:100602;;2545203;1149048;420;46.49049770874658, 6.724933236311269
8570561;Epesses, village;PostAuto AG;BUS;VD;Bourg-en-Lavaux;5613;Epesses;ch:1:sboid:100602;;2546858;1149182;456;46.49183672972652, 6.746472329666485
8570560;Epesses, Crêt-Dessus;PostAuto AG;BUS;VD;Bourg-en-Lavaux;5613;Epesses;ch:1:sboid:100602;;2546657;1149235;460;46.492297463624006, 6.743848340095784
8582779;Grandvaux, Le Signal;PostAuto AG;BUS;VD;Bourg-en-Lavaux;5613;Grandvaux;ch:1:sboid:100602;;2544460;1150639;672;46.50474777361111, 6.715065039444638
8582778;Grandvaux, Crêt-Mouton;PostAuto AG;BUS;VD;Bourg-en-Lavaux;5613;Grandvaux;ch:1:sboid:100602;;2544668;1151089;708;46.508812882029815, 6.717720734196449
8582780;Grandvaux, gare;PostAuto AG;BUS;VD;Bourg-en-Lavaux;5613;Grandvaux;ch:1:sboid:100602;;2545010;1149764;564;46.496922441926756, 6.722334322962578
8582781;Grandvaux, Le Bougnon;PostAuto AG;BUS;VD;Bourg-en-Lavaux;5613;Grandvaux;ch:1:sboid:100602;;2544512;1149539;498;46.494857348800956, 6.715874737132626
8501123;Villette VD;Schweizerische Bundesbahnen SBB;TRAIN;VD;Bourg-en-Lavaux;5613;Villette (Lavaux);ch:1:sboid:100001;;2543860.245;1149608.137;387.487;46.49542481880895, 6.707377298812546
8595731;Riex, Mouniaz;PostAuto AG;BUS;VD;Bourg-en-Lavaux;5613;Cully;ch:1:sboid:100602;;2545919;1149393;439;46.493659394118986, 6.734217895955771
8595729;Grandvaux, gare sud;PostAuto AG;BUS;VD;Bourg-en-Lavaux;5613;Grandvaux;ch:1:sboid:100602;;2544882;1149730;562;46.49660605828709, 6.720671134369956
8501125;Epesses;Schweizerische Bundesbahnen SBB;TRAIN;VD;Bourg-en-Lavaux;5613;Cully;ch:1:sboid:100001;;2546755.241;1148904.103;383.09;46.48932879519122, 6.745166034120104
8501124;Cully;Schweizerische Bundesbahnen SBB;TRAIN;VD;Bourg-en-Lavaux;5613;Cully;ch:1:sboid:100001;;2545371.351;1148831.252;391.66;46.48856179169186, 6.727151466849018
8595730;Grandvaux, Chenaux;PostAuto AG;BUS;VD;Bourg-en-Lavaux;5613;Chenaux;ch:1:sboid:100602;;2545458;1149466;518;46.494278578796774, 6.7282049218068405
8595728;Grandvaux, Genevrey;PostAuto AG;BUS;VD;Bourg-en-Lavaux;5613;Grandvaux;ch:1:sboid:100602;;2544540;1149975;599;46.49878159111072, 6.7161870350620445
8570559;Cully, gare;PostAuto AG;BUS;VD;Bourg-en-Lavaux;5613;Cully;ch:1:sboid:100602;;2545352;1148830;391;46.48854894759959, 6.726899599534595
8570066;Bournens, école;PostAuto AG;BUS;VD;Bournens;5472;Bournens;ch:1:sboid:100602;;2532950;1161763;561;46.6037526076271, 6.5635047876114
8570067;Bournens, Au Mont;PostAuto AG;BUS;VD;Bournens;5472;Bournens;ch:1:sboid:100602;;2532949;1161452;575;46.600955063513155, 6.56353709024505
8581344;Boussens, village;PostAuto AG;BUS;VD;Boussens;5473;Boussens;ch:1:sboid:100602;;2534495;1161642;591;46.602817717750355, 6.58368568333111
8583636;Boussens, Chevrine;PostAuto AG;BUS;VD;Boussens;5473;Boussens;ch:1:sboid:100602;;2534472;1162130;604;46.60720502796239, 6.58331595982913
8570092;Bremblens, bas du village;Automobiles MBC;BUS;VD;Bremblens;5622;Bremblens;ch:1:sboid:100566;;2529116.919;1155267.305;452.2;46.54492789593728, 6.51448040882846
8570176;Bretigny-sur-Morrens, croisée;Transports Publics de la Région Lausannoise sa;BUS;VD;Bretigny-sur-Morrens;5515;Bretigny-sur-Morrens;ch:1:sboid:100122;;2539332;1161067;725;46.59810301012002, 6.646888256320964
8511376;Bretonnières, rue de la Gare;SBB Infrastruktur AG Bahnersatz;BUS;VD;Bretonnières;5748;Bretonnières;ch:1:sboid:1100021;;2526287.084;1173906.229;670;46.712276023470935, 6.474598433484571
8501105;Bretonnières;Schweizerische Bundesbahnen SBB;TRAIN;VD;Bretonnières;5748;Bretonnières;ch:1:sboid:100001;;2526301.137;1174215.047;673.276;46.715055329929, 6.474732504265312
8577591;Buchillon, Grands-Bois;PostAuto AG;BUS;VD;Buchillon;5623;Buchillon;ch:1:sboid:100602;;2521241.321;1147347.936;408.2;46.472812200938215, 6.413162752627645
8577592;Buchillon, collège;PostAuto AG;BUS;VD;Buchillon;5623;Buchillon;ch:1:sboid:100602;;2521804;1147210;402;46.47163751179448, 6.420511633791021
8579287;Les Rasses, Grand-Hôtel;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Bullet;5552;Les Rasses;ch:1:sboid:100694;;2531015.321;1186702.997;1181;46.82788725688412, 6.534498096697381
8504272;Bullet, village;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Bullet;5552;Bullet;ch:1:sboid:100694;;2532557.746;1187018.152;1143;46.83088037457349, 6.55466527487357
8504275;Bullet, bif. Granges Champod;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Bullet;5552;Bullet;ch:1:sboid:100694;;2534415.257;1188829.721;1174;46.84736104627469, 6.578749107628847
8504274;Bullet, Les Cluds;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Bullet;5552;Bullet;ch:1:sboid:100694;;2533120.212;1188463.603;1211;46.843938742459066, 6.561824847650254
8504273;Bullet, bif. Les Cluds;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Bullet;5552;Bullet;ch:1:sboid:100694;;2533356;1187771;1197;46.8377326415398, 6.565017101652887
8504299;Les Rasses, village;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Bullet;5552;Les Rasses;ch:1:sboid:100694;;2531345.706;1186821.503;1190;46.828987415989985, 6.538810010058542
8587261;Bullet, Grande Salle;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Bullet;5552;Bullet;ch:1:sboid:100694;;2532247.294;1186780.464;1153;46.828710841811116, 6.55063183917477
8501032;Gilly-Bursinel;Schweizerische Bundesbahnen SBB;;VD;Bursinel;5852;Bursinel;ch:1:sboid:100001;(Zug);2512994.886;1144377.056;428.895;46.445068155021595, 6.30636325595947
8579649;Bursinel, village;PostAuto AG;BUS;VD;Bursinel;5852;Bursinel;ch:1:sboid:100602;;2512909;1143702;428;46.43898507131791, 6.305372773118576
8581660;Gilly-Bursinel, gare sud;PostAuto AG;BUS;VD;Bursinel;5852;Bursinel;ch:1:sboid:100602;;2513041;1144207;428;46.443544552948225, 6.306995259257782
8583459;Bursinel, Château;PostAuto AG;BUS;VD;Bursinel;5852;Bursinel;ch:1:sboid:100602;;2513062;1143916;428;46.44092982720027, 6.307323191901461
8570059;Bursins, village;PostAuto AG;BUS;VD;Bursins;5853;Bursins;ch:1:sboid:100602;;2511829;1145198;469;46.452299672331804, 6.2910361486991855
8582697;Bursins, Bourdouzan;PostAuto AG;BUS;VD;Bursins;5853;Bursins;ch:1:sboid:100602;;2511561;1145039;459;46.45083415314107, 6.287578853374848
8501852;Burtigny, village;PostAuto AG;BUS;VD;Burtigny;5854;Burtigny;ch:1:sboid:100602;;2509274;1146897;738;46.4672399411349, 6.2574526566997655
8570029;Burtigny, Le Battoir;PostAuto AG;BUS;VD;Burtigny;5854;Burtigny;ch:1:sboid:100602;;2509527;1146645;721;46.46500756670003, 6.260795365895952
8582794;Burtigny, Les Oches;PostAuto AG;BUS;VD;Burtigny;5854;Burtigny;ch:1:sboid:100602;;2509136;1147262;747;46.47050423749145, 6.2555845093810705
8501147;Archy (bif);Schweizerische Bundesbahnen SBB;;VD;Bussigny;5624;Bussigny;ch:1:sboid:100001;(Zug);2532512.118;1154928.645;404.4;46.5422333878847, 6.5587921121162704
8506905;Bussigny, Tatironne;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2531816;1156111.6;438;46.55280336864576, 6.549542444415987
8581916;Bussigny, Condémine;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2532675;1156402;468;46.55550268879043, 6.5607001333912685
8581924;Bussigny, Sullens;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2532707;1156096;448;46.552753438746926, 6.561162094242082
8591930;Bussigny, Croix de Plan;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2532879;1155575;426;46.548084343647645, 6.563480639591005
8594178;Bussigny, Rente;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2532809;1156577;468;46.55709031605553, 6.5624218597455055
8591931;Bussigny, Buyère;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2532885.1;1155781.4;426;46.549941530019495, 6.5635300990060195
8595215;Bussigny, Reculan;Automobiles MBC;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100566;;2532172.056;1154924.785;392.8;46.54216421401348, 6.5543596269747955
8515301;Archy A (bif);Schweizerische Bundesbahnen SBB;;VD;Bussigny;5624;Bussigny;ch:1:sboid:100001;(Zug);2532895.621;1155064.448;408.41;46.5434935850315, 6.563771693221457
8595217;Bussigny, Vallon;Automobiles MBC;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100566;;2532119.949;1155068.152;396;46.54344851231627, 6.553659240767924
8505529;Bussigny, St-Germain;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2531518.487;1155924.575;407;46.551090627275705, 6.545691105217682
8506907;Bussigny, Jordil;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2531636.31;1156046.169;417;46.55219643885844, 6.547209258018465
8509514;Bussigny, Colline;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2532123.361;1156617.47;477;46.557384986332444, 6.553475439721557
8501117;Bussigny;Schweizerische Bundesbahnen SBB;TRAIN;VD;Bussigny;5624;Bussigny;ch:1:sboid:100001;;2531984.566;1155530.145;406.8;46.547590367464494, 6.551826149226752
8595216;Bussigny, gare sud;Automobiles MBC;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100566;;2531993.317;1155456.18;404.5;46.54692594120441, 6.551951157483463
8581914;Bussigny, gare;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2532020;1155520;410;46.5475027212628, 6.552289609905032
8581920;Bussigny, Sauge;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2532141;1156421;467;46.55561953382395, 6.553734394699015
8581921;Bussigny, Vieux-Four;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2532420;1156200;470;46.553659933781475, 6.557404770270198
8515313;Bussigny-Scheuchzer (bif);Schweizerische Bundesbahnen SBB;;VD;Bussigny;5624;Bussigny;ch:1:sboid:100001;(Zug);2532268.258;1155225.247;406.3;46.54487664019374, 6.555569551049765
8515312;Bussigny Est (bif);Schweizerische Bundesbahnen SBB;;VD;Bussigny;5624;Bussigny;ch:1:sboid:100001;(Zug);2532488.449;1155231.902;410.49;46.54495879880434, 6.558439131141427
8506903;Bussigny, Sottelles;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2531901;1156383.4;460;46.55525688590014, 6.550610537611016
8581917;Bussigny, Dallaz;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2531961;1156056;440;46.552318037424754, 6.551441247689841
8581922;Bussigny, Riettaz;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2532570;1156183;462;46.55352218388739, 6.559363075708922
8581918;Bussigny, Grand-Record;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2531996;1155800;415;46.55001888056769, 6.551935384515484
8594177;Bussigny, Cocagne;Transports Publics de la Région Lausannoise sa;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100122;;2532760;1156315;460;46.554728687762726, 6.561821168602274
8595214;Bussigny, Bosquet;Automobiles MBC;BUS;VD;Bussigny;5624;Bussigny;ch:1:sboid:100566;;2532192;1155291;412;46.545460350601964, 6.554565725446675
8570359;Bussy-sur-Moudon, collège;PostAuto AG;BUS;VD;Bussy-sur-Moudon;5663;Bussy-sur-Moudon;ch:1:sboid:100602;;2552004;1170792;640;46.686613994744576, 6.811239628756275
8570360;Bussy-sur-Moudon, La Cauderie;PostAuto AG;BUS;VD;Bussy-sur-Moudon;5663;Bussy-sur-Moudon;ch:1:sboid:100602;;2551755;1171262;675;46.69082374123718, 6.807935377943582
8570358;Bussy-sur-Moudon, village;PostAuto AG;BUS;VD;Bussy-sur-Moudon;5663;Bussy-sur-Moudon;ch:1:sboid:100602;;2551858;1170602;628;46.68489436478712, 6.809351181891898
8570357;Bussy-sur-Moudon,Foulaz-Verney;PostAuto AG;BUS;VD;Bussy-sur-Moudon;5663;Bussy-sur-Moudon;ch:1:sboid:100602;;2551718;1170510;628;46.68405666830593, 6.807530951900503
8579303;Chamblon, village-hôpital;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Chamblon;5904;Chamblon;ch:1:sboid:100694;;2536413.442;1181170.785;520;46.77866438171928, 6.606012976529116
8579302;Chamblon, réservoir;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Chamblon;5904;Chamblon;ch:1:sboid:100694;;2536043.719;1181113.858;528;46.778116866121145, 6.601180040350855
8579301;Chamblon, casernes;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Chamblon;5904;Chamblon;ch:1:sboid:100694;;2535800;1181100.001;532;46.777968738644645, 6.597990931220629
8595656;Chamblon, La Meunière;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Chamblon;5904;Chamblon;ch:1:sboid:100694;;2536409;1181000.001;504;46.77712777264153, 6.6059785874588295
8570274;Champagne, Le Moulin;PostAuto AG;BUS;VD;Champagne;5553;Champagne;ch:1:sboid:100602;;2540623;1186460;447;46.8266297784171, 6.660442265465451
8511686;Champagne, Chèzeaux;PostAuto AG;BUS;VD;Champagne;5553;Champagne;ch:1:sboid:100602;;2540343.959;1186959.754;459.5;46.8311000104769, 6.656720006561959
8504989;Champagne, collège;PostAuto AG;BUS;VD;Champagne;5553;Champagne;ch:1:sboid:100602;;2540551;1187007;457;46.83154354770385, 6.659427366769623
8570389;Champtauroz, église;PostAuto AG;BUS;VD;Champtauroz;5812;Champtauroz;ch:1:sboid:100602;;2550264;1178994;692;46.76026449450373, 6.787604052613625
8570390;La Gaité (Champtauroz);PostAuto AG;BUS;VD;Champtauroz;5812;Champtauroz;ch:1:sboid:100602;;2549729;1178702;691;46.757597689334546, 6.780633488446678
8579740;Champvent, Croix fédérale;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Champvent;5905;Champvent;ch:1:sboid:100694;;2533871.447;1181664.088;528;46.78285361453897, 6.572658530067841
8510929;Essert-sous-Ch., bif. gare;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Champvent;5905;Essert-sous-Champvent;ch:1:sboid:100694;;2534401.999;1182749.61;483;46.79267027513069, 6.579449793575529
8595250;Essert-sous-Champvent, gare;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Champvent;5905;Essert-sous-Champvent;ch:1:sboid:100694;(Bus) hors service [zu löschen];2534425;1183025.001;507;46.7951496482146, 6.579711469750071
8570336;Champvent, village;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Champvent;5905;Champvent;ch:1:sboid:100694;;2534037.818;1181757.993;515;46.78371479677669, 6.574823469814778
8595204;Champvent, Le Battoir;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Champvent;5905;Champvent;ch:1:sboid:100694;;2533554.369;1181645.861;531.1;46.78265805484526, 6.568509263901435
8570334;Essert-sous-Champvent, village;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Champvent;5905;Essert-sous-Champvent;ch:1:sboid:100694;;2534727;1182763.001;482;46.79282272197204, 6.58370431432517
8504293;Essert-sous-Champvent;Transports Vallée de Joux-Yverdon-Ste-Croix;TRAIN;VD;Champvent;5905;Essert-sous-Champvent;ch:1:sboid:100074;;2534459.22;1183047.529;507;46.79535565452993, 6.5801564221418465
8570335;Villars-sous-Champvent;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Champvent;5905;Villars-sous-Champvent;ch:1:sboid:100694;;2534681.103;1182053.192;463;46.786433581676334, 6.583204751412106
8510432;La Baume, chemin des Roches;Montreux-Vevey-Riviera (vcp);BUS;VD;Chardonne;5882;Chardonne;ch:1:sboid:100126;;2553722;1147700;658;46.47901628462446, 6.836019911583143
8510434;Mont-Pèlerin, funi;Montreux-Vevey-Riviera (vcp);BUS;VD;Chardonne;5882;Le Mont-Pèlerin;ch:1:sboid:100126;;2553393;1148057;812;46.482204757248496, 6.831699881708842
8510433;Chardonne, funi;Montreux-Vevey-Riviera (vcp);BUS;VD;Chardonne;5882;Chardonne;ch:1:sboid:100126;;2553481;1147465;590;46.47688564615531, 6.832905472212347
8501255;Mont-Pèlerin;Montreux-Vevey-Riviera (vcp);CABLE_RAILWAY;VD;Chardonne;5882;Le Mont-Pèlerin;ch:1:sboid:100126;SBA.61.050.9;2553384;1148022;806;46.481889292537396, 6.831586218203728
8579154;Corseaux, Gonelles;Transports publics Vevey-Montreux-Chillon-Villeneuve;BUS;VD;Chardonne;5882;Chardonne;ch:1:sboid:100675;;2551911.304;1146854.18;398;46.47128001723722, 6.812530544565111
8501254;La Baume;Montreux-Vevey-Riviera (vcp);CABLE_RAILWAY;VD;Chardonne;5882;Chardonne;ch:1:sboid:100126;SBA.61.050.5;2553447;1147702;657;46.479015174901996, 6.832438869737848
8501252;Beau-Site;Montreux-Vevey-Riviera (vcp);CABLE_RAILWAY;VD;Chardonne;5882;Chardonne;ch:1:sboid:100126;SBA.61.050.3;2553649;1147126;496;46.47384789690553, 6.8351269861969985
8501253;Chardonne-Jongny;Montreux-Vevey-Riviera (vcp);CABLE_RAILWAY;VD;Chardonne;5882;Chardonne;ch:1:sboid:100126;SBA.61.050.4;2553493;1147479;589;46.47701241615621, 6.833060310677547
8504712;Chardonne, rte de Châtel;Transports publics Vevey-Montreux-Chillon-Villeneuve;BUS;VD;Chardonne;5882;Chardonne;ch:1:sboid:100675;;2553808;1147490;599;46.47713321177095, 6.837160749921604
8501345;L'Etivaz, Devant-de-l'Etivaz;Transports Publics du Chablais (Bus);BUS;VD;Château-d'Oex;5841;L'Etivaz;ch:1:sboid:100617;;2576073;1142571;1093;46.434052772044694, 7.127330642577882
8501700;L'Etivaz, Bains-de-l'Etivaz;Transports Publics du Chablais (Bus);BUS;VD;Château-d'Oex;5841;L'Etivaz;ch:1:sboid:100617;;2576646;1141597;1208;46.42531138619178, 7.134835046715854
8507929;L'Etivaz, Les Vieux Bains;Transports Publics du Chablais (Bus);BUS;VD;Château-d'Oex;5841;L'Etivaz;ch:1:sboid:100617;;2577120;1141668;1127;46.42596647696509, 7.140997620804385
8501394;Château-d'Oex;Montreux-Oberland Bernois;TRAIN;VD;Château-d'Oex;5841;Château-d'Oex;ch:1:sboid:100045;;2576457.23;1147094.493;968;46.47475772503844, 7.132098927359337
8501348;Les Moulins, Pont-de-Pierre;Transports Publics du Chablais (Bus);BUS;VD;Château-d'Oex;5841;Les Moulins;ch:1:sboid:100617;;2575075;1145975;891;46.464637094824546, 7.1141621232534735
8501372;Pra-Perron;Château-d'Oex-La Braye;CABLE_CAR;VD;Château-d'Oex;5841;Château-d'Oex;ch:1:sboid:100189;SBA.71.012.9  Anlagen sind seit mehreren Jahren ausser Betrieb aber nicht zurückgebaut. Eine Übernahme der Anlagen mit anschliessender Wiederaufnahme des Betriebs beider Anlagen ist derzeit im Gang. Wann der Betrieb wieder aufgenommen werden kann, ist jedoch noch nicht klar. Wird der Betrieb bis 31. Dezember 2024 nicht wiederaufgenommen, werden wir den Rückbau dieser beiden Seilbahnanlagen verfügen.;2577254;1145635;1216;46.46165642058336, 7.142545280794608
8501701;L'Etivaz, Le Bouraz;Transports Publics du Chablais (Bus);BUS;VD;Château-d'Oex;5841;L'Etivaz;ch:1:sboid:100617;;2576525;1142366;1110;46.43222472502282, 7.133221912599838
8501799;La Lécherette, village;Transports Publics du Chablais (Bus);BUS;VD;Château-d'Oex;5841;La Lécherette;ch:1:sboid:100617;bis 2018: La Lécherette, poste;2574481;1141040;1383;46.42022166986607, 7.106702171924018
8507221;Château-d'Oex, Granges d'Oex;Transports Publics du Chablais (Bus);BUS;VD;Château-d'Oex;5841;Les Moulins;ch:1:sboid:100617;;2575792;1145837;927;46.463422097269564, 7.123503317621698
8507925;Les Moulins, Les Crêts;Transports Publics du Chablais (Bus);BUS;VD;Château-d'Oex;5841;Les Moulins;ch:1:sboid:100617;;2575125;1145203;932;46.45769440394718, 7.114854651685578
8507931;L'Etivaz, four à pain;Transports Publics du Chablais (Bus);BUS;VD;Château-d'Oex;5841;L'Etivaz;ch:1:sboid:100617;;2575866;1142940;1096;46.437364681270545, 7.124618136594453
8501388;Les Combes;Montreux-Oberland Bernois;TRAIN;VD;Château-d'Oex;5841;Flendruz;ch:1:sboid:100045;;2579509.639;1147384.808;990.8;46.477470000670024, 7.1718299957100795
8570619;Château-d'Oex, Le Petit-Pré;Transports Publics du Chablais (Bus);BUS;VD;Château-d'Oex;5841;Château-d'Oex;ch:1:sboid:100617;;2575971;1146715;934;46.471326651084915, 7.125787753047292
8511913;Château-d'Oex La Palaz, gare;Montreux-Oberland Bernois;BUS;VD;Château-d'Oex;5841;Château-d'Oex;ch:1:sboid:100045;;2577336;1147218;984.6;46.475899165544305, 7.143534893384292
8511914;Les Granges-Gérignoz, gare;Montreux-Oberland Bernois;BUS;VD;Château-d'Oex;5841;Château-d'Oex;ch:1:sboid:100045;;2578279;1146967;999;46.473672648787584, 7.155825327878392
8530674;Château-d'Oex (téléphérique);Château-d'Oex-La Braye;CABLE_CAR;VD;Château-d'Oex;5841;Château-d'Oex;ch:1:sboid:100189;SBA.71.012.1  Anlagen sind seit mehreren Jahren ausser Betrieb aber nicht zurückgebaut. Eine Übernahme der Anlagen mit anschliessender Wiederaufnahme des Betriebs beider Anlagen ist derzeit im Gang. Wann der Betrieb wieder aufgenommen werden kann, ist jedoch noch nicht klar. Wird der Betrieb bis 31. Dezember 2024 nicht wiederaufgenommen, werden wir den Rückbau dieser beiden Seilbahnanlagen verfügen.;2576606;1147068;958;46.47452463957224, 7.1340373375254815
8570618;Château-d'Oex, gare;Transports Publics du Chablais (Bus);BUS;VD;Château-d'Oex;5841;Château-d'Oex;ch:1:sboid:100617;;2576481;1147064;963;46.47448426356586, 7.132409985838166
8501198;Château-d'Oex La Palaz;Montreux-Oberland Bernois;TRAIN;VD;Château-d'Oex;5841;Château-d'Oex;ch:1:sboid:100045;;2577359;1147218;985;46.475899946402855, 7.143834371407269
8501347;Les Moulins, village;Transports Publics du Chablais (Bus);BUS;VD;Château-d'Oex;5841;Les Moulins;ch:1:sboid:100617;;2574470;1145545;889;46.4607461523642, 7.106309997108878
8501349;Les Moulins, La Rosettaz;Transports Publics du Chablais (Bus);BUS;VD;Château-d'Oex;5841;Les Moulins;ch:1:sboid:100617;;2575617;1145293;977;46.45852215312176, 7.12125396112683
8501763;L'Etivaz, Maison de L'Etivaz;Transports Publics du Chablais (Bus);BUS;VD;Château-d'Oex;5841;L'Etivaz;ch:1:sboid:100617;;2577439;1141432;1137;46.42385437761792, 7.145158954590578
8501395;Les Granges-Gérignoz;Montreux-Oberland Bernois;TRAIN;VD;Château-d'Oex;5841;Château-d'Oex;ch:1:sboid:100045;;2578212;1147022;1002;46.47416521951939, 7.154950370976045
8501343;Les Moulins, Les Chabloz;Transports Publics du Chablais (Bus);BUS;VD;Château-d'Oex;5841;Les Moulins;ch:1:sboid:100617;;2575340;1144986;999;46.45575034755749, 7.117664773610451
8501344;La Lécherette,cont.de la Borne;Transports Publics du Chablais (Bus);BUS;VD;Château-d'Oex;5841;La Lécherette;ch:1:sboid:100617;;2574991;1141795;1340;46.4270325912136, 7.1132950711141385
8501373;La Montagnette (La Braye);Château-d'Oex-La Braye;CHAIRLIFT;VD;Château-d'Oex;5841;Château-d'Oex;ch:1:sboid:100189;SBA.73.073.9  Anlagen sind seit mehreren Jahren ausser Betrieb aber nicht zurückgebaut. Eine Übernahme der Anlagen mit anschliessender Wiederaufnahme des Betriebs beider Anlagen ist derzeit im Gang. Wann der Betrieb wieder aufgenommen werden kann, ist jedoch noch nicht klar. Wird der Betrieb bis 31. Dezember 2024 nicht wiederaufgenommen, werden wir den Rückbau dieser beiden Seilbahnanlagen verfügen.;2577500;1144100;1630;46.44785658377916, 7.1458224204655325
8511915;Les Combes, gare;Montreux-Oberland Bernois;BUS;VD;Château-d'Oex;5841;Flendruz;ch:1:sboid:100045;;2579526;1147393;991;46.4775441947169, 7.172042671202223
