Code DiDok;Désignation officielle;Désignation organisation commerciale;Moyen de transport;Canton;Commune;Numero Commune;Localité;Swiss Business Organisation ID;Commentaire OFT;Coordonnées E MN95;Coordonnées N MN95;Altitude;Lien sur la carte
8579119;Villars-sur-Ollon, Colonges;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100617;arrêt ligne 12.162;2571597;1126879;1392;46.29271969401432, 7.070057125015947
8579127;Chesières, Aiglon Collège;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Chesières;ch:1:sboid:100617;;2569802.965;1127920.959;1223;46.30201418363876, 7.046708489264247
8579129;Chesières, La Palette;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Chesières;ch:1:sboid:100617;;2569226;1127454;1132;46.297787393192465, 7.039250983462704
8501704;Villars-s.-O., Col de la Croix;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100617;;2575971;1130405;1776;46.32460921038763, 7.126635379644363
8501452;St-Triphon-Gare;Transports Publics du Chablais;TRAIN;VD;Ollon;5409;St-Triphon;ch:1:sboid:100008;;2564158.488;1125317.28;396.232;46.278314726968105, 6.973649761471454
8508332;Antagnes, Forêt;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2566617;1125821;555;46.282972865236346, 7.0055087204772
8530051;Chaux-Ronde (Villars-s.-Ollon);Télé-Villars-Gryon SA;CHAIRLIFT;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100959;SBA.73.090.9;2572770;1129980;1978;46.320663537717536, 7.085097025242233
8501497;Col-de-Soud;Transports Publics du Chablais;TRAIN;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100008;;2571563.563;1128237.646;1526.8;46.30494000110108, 7.069540000758731
8501498;Bouquetins;Transports Publics du Chablais;TRAIN;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100008;;2571785.246;1129510.571;1758.5;46.31640000233462, 7.072339999586302
8501472;Exergillod;Transports Publics du Chablais;TRAIN;VD;Ollon;5409;La Forclaz VD;ch:1:sboid:100008;;2569188.959;1131825.551;863;46.337109997985436, 7.038480004199044
8501727;La Clairière;Transports Publics du Chablais;TRAIN;VD;Ollon;5409;Arveyes;ch:1:sboid:100008;;2571436.173;1126392.885;1219.7;46.288340000466555, 7.067999996978398
8504427;St-Triphon,gouille du Duzillet;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;St-Triphon;ch:1:sboid:100617;;2563109;1126939;387;46.29284589872297, 6.959905704134726
8504429;St-Triphon, site d'escalade;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;St-Triphon;ch:1:sboid:100617;;2564583;1127208;409;46.295345187010305, 6.979012993802196
8504431;St-Triphon, Monnaie;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;St-Triphon;ch:1:sboid:100617;;2564790;1126815;396;46.29182087644898, 6.981729099557658
8504436;Ollon VD, cimetière;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2565286;1127473;434;46.29776576911036, 6.98811630289073
8504438;Ollon VD, Via Francigena;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2566532;1126478;561;46.28887865534268, 7.004358569692706
8504443;Antagnes, place de la Dîme;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2567163;1125110;581;46.276604049880895, 7.012643017106618
8504445;Salaz, Abbaye;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2566897;1124800;467;46.27380236839779, 7.00921428993961
8510587;Arveyes, Regina;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Arveyes;ch:1:sboid:100617;;2570736;1126708;1292.5;46.291144403850325, 7.058894844643805
8510588;Villars-sur-Ollon, Le Bristol;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100617;;2570494;1126874;1252.8;46.29262704429476, 7.055743995720087
8510591;Chesières, La Bercière;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Chesières;ch:1:sboid:100617;;2568439;1127838;1288.6;46.3012050524465, 7.029011182238426
8510819;St-Triphon-Village, gare;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2564318;1127957;402;46.302068731568056, 6.975516449705622
8511065;Chesières, La Prairie;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Chesières;ch:1:sboid:100617;;2569157.188;1127916.641;1263;46.30194591676881, 7.038327207646581
8530043;Roc-d'Orsay;Télé-Villars-Gryon;CABLE_CAR;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100954;SBA.72.031.9;2571139;1130146;1952;46.32208847412032, 7.063910583692271
8530045;Chamossaire VD;Télé-Villars-Gryon SA;CHAIRLIFT;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100956;SBA.73.137.9;2570976;1130646;2101;46.3265791877509, 7.061762929814782
8570607;Ollon VD, gare;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2565688;1127370;467;46.29685993911259, 6.993341061057941
8570611;Panex, En Mers;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Panex;ch:1:sboid:100617;;2566844;1128691;849;46.30880116766431, 7.008249055921073
8510069;Villars-sur-Ollon, rte du Roc;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Chesières;ch:1:sboid:100617;;2570109.248;1127854.581;1237;46.301430809589775, 7.050688025892427
8510592;Chesières, Les Ecovets;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Chesières;ch:1:sboid:100617;;2568299;1127965;1295.2;46.30234087051613, 7.02718547472661
8530050;Lac-Noir (Chaux-Ronde);Télé-Villars-Gryon SA;CHAIRLIFT;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100959;SBA.73.090.1;2572240;1130755;1719;46.3276133054853, 7.078169370464633
8509508;St-Triphon, Les Andonces;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;St-Triphon;ch:1:sboid:100617;;2563911.06;1126451.925;392;46.28850810113797, 6.970351689979724
8510593;Panex, Les Planches;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Panex;ch:1:sboid:100617;;2567963;1129156;1223.8;46.31303852057135, 7.022742306808064
8510594;Plambuit, rte des Tailles;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Panex;ch:1:sboid:100617;;2568490;1130197;1159;46.322427834116155, 7.029512959360073
8510706;Villars-sur-Ollon, rte Coufin;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100617;;2573587.307;1128506.819;1432;46.3074442290619, 7.095792436375354
8511066;Panex, Forêt des Esserts;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Panex;ch:1:sboid:100617;;2567688.541;1129475.057;1052;46.31589541100355, 7.0191571594919955
8510225;Chesières, Crêt des Nex;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Chesières;ch:1:sboid:100617;;2569779.935;1128159.089;1270;46.30415523729429, 7.04639407893402
8510226;Chesières, Cormanon;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Chesières;ch:1:sboid:100617;;2569348.034;1128017.083;1255;46.3028582031899, 7.040797574678715
8501499;Col-de-Bretaye;Transports Publics du Chablais;TRAIN;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100008;;2571885.937;1130124.85;1808;46.32192999943989, 7.07360999383511
8504433;Villy, gare;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2565727;1126290;403;46.28714682447404, 6.993926867552505
8504434;Ollon VD, Les Arnoux;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2565908;1126769;425;46.291464887249155, 6.996240277210196
8504442;Antagnes, rte d'Antagnes;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2567023;1125320;573;46.27848622785679, 7.010811904804328
8504444;Antagnes, Les Fontaines;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2566827;1125254;500;46.277882855031805, 7.008273830029788
8508336;Salaz, Les Glareys;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2566186;1124589;442;46.27186883804669, 7.0000063533312264
8570610;Ollon VD, Crettaz-Tavez;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2566360;1128461;788;46.306708078921915, 7.001983096367842
8570608;Ollon VD, Le Moulin;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2566151;1127489;525;46.29795394769213, 6.999341097881365
8530355;Les Arnoux;Transports Publics du Chablais;TRAIN;VD;Ollon;5409;Ollon VD;ch:1:sboid:100008;;2565946.976;1126788.808;430.099;46.29164505114743, 6.996744596703117
8570612;Panex, Au Pomey rouge;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Panex;ch:1:sboid:100617;;2567079;1128937;916;46.31102564677863, 7.0112820605821
8579132;Ollon VD, bif. rte d'Antagnes;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2566299;1127008;549;46.29363458236319, 7.0012967453532555
8579120;Villars-sur-Ollon, La Verneyre;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100617;arrêt ligne 12.162;2573381;1128426;1424;46.306709051706186, 7.093119130306479
8579121;Villars-s.-O., Bois des Tines;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100617;arrêt ligne 12.162;2575399;1129645;1631;46.31775181156763, 7.119248566652091
8510586;Arveyes, gare;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Arveyes;ch:1:sboid:100617;;2571044;1126715;1230.7;46.291220755284655, 7.062891158709444
8511118;Arveyes, La Clairière;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Arveyes;ch:1:sboid:100617;;2571433;1126382;1220;46.28824194898932, 7.067959494279027
8511063;Panex, réservoir;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Panex;ch:1:sboid:100617;;2567537.684;1128959.235;996;46.3112480429239, 7.01723476476337
8511064;Panex, Bois de la Glaive;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Panex;ch:1:sboid:100617;;2566746.061;1128840.767;883;46.310143536982984, 7.0069670210118264
8530047;Charmet;Télé-Villars-Gryon SA;CHAIRLIFT;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100957;SBA.73.115.9;2572686;1129975;1972;46.32061513824172, 7.08400670307075
8530053;Petit-Chamossaire;Télé-Villars-Gryon SA;CHAIRLIFT;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100960;SBA.73.241.9;2571384;1131192;2031;46.33150830605746, 7.067027091527522
8530042;Villars-sur-Ollon (télécabine);Télé-Villars-Gryon;CABLE_CAR;VD;Ollon;5409;Chesières;ch:1:sboid:100954;SBA.72.031.1;2570440;1128100;1252;46.303653159964256, 7.054965197469535
8530046;Villars-sur-Ollon La Rasse;Télé-Villars-Gryon SA;CHAIRLIFT;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100957;SBA.73.115.1;2573097;1127880;1347;46.30178614226103, 7.089464403525084
8530044;Col-de-Bretaye (télésiège);Télé-Villars-Gryon SA;CHAIRLIFT;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100956;SBA.73.137.1;2571843;1129985;1783;46.32067017097115, 7.073060996210191
8531178;Bretaye Conche;Télé-Villars-Gryon;CHAIRLIFT;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100954;SBA.73.279.9;2573014;1130586;1829;46.32612471053791, 7.088229746588705
8570609;Ollon VD, Plan-d'Essert;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2566221;1128053;647;46.30303092980446, 7.000208538761203
8570613;Panex, La Croisée;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Panex;ch:1:sboid:100617;;2567430;1128853;951;46.31028718307505, 7.01584434555652
8501459;St-Triphon-Village;Transports Publics du Chablais;TRAIN;VD;Ollon;5409;Ollon VD;ch:1:sboid:100008;;2564345.84;1127954.34;403.24;46.302046285452654, 6.975877989128015
8501461;Ollon VD;Transports Publics du Chablais;TRAIN;VD;Ollon;5409;Ollon VD;ch:1:sboid:100008;;2565677.15;1127352.796;464.843;46.29670462536613, 6.993201523515191
8501494;Arveyes;Transports Publics du Chablais;TRAIN;VD;Ollon;5409;Arveyes;ch:1:sboid:100008;;2571028.514;1126718.325;1231.2;46.29124999585974, 7.062689997506701
8501558;Huémoz, Les Combes;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2568325;1126268;855;46.28707674680623, 7.027638663743488
8501446;Villars-sur-Ollon Golf;Transports Publics du Chablais;TRAIN;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100008;;2572024.117;1128700.165;1630.6;46.30911999816197, 7.075490004343779
8504447;Villy, village;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2565943;1125846;411;46.28316384486897, 6.996762105604779
8501777;Panex, village;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Panex;ch:1:sboid:100617;;2567272;1128907;930;46.31076523898338, 7.01378954149088
8504689;Auliens, halte;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2568200;1125900;850;46.28376048614785, 7.026041918265997
8504432;Ollon VD,collège de Perrosalle;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Ollon VD;ch:1:sboid:100617;;2565237.835;1126725.357;397.8;46.29103787058141, 6.9875471699805205
8501557;Huémoz, village;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Huémoz;ch:1:sboid:100617;;2567989;1126617;1010;46.290200207307194, 7.023254861945005
8501458;Villy;Transports Publics du Chablais;TRAIN;VD;Ollon;5409;Ollon VD;ch:1:sboid:100008;;2565756.23;1126257.368;404.25;46.28685477826867, 6.9943085447664695
8510705;Villars-sur-Ollon, tennis;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100617;;2570951;1127208;1305;46.295651517338, 7.06165350691992
8511899;St-Triphon Lessus;Schweizerische Bundesbahnen SBB;;VD;Ollon;5409;St-Triphon;ch:1:sboid:100001;;2563809.589;1126853.016;388.5;46.29211062709121, 6.969003791070338
8570615;Plambuit, Hameau;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Panex;ch:1:sboid:100617;;2568440;1130327;1115;46.32359489467692, 7.0288549211294855
8501705;Les Diablerets, Les Mazots;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100617;;2576183;1131154;1702;46.331354458518376, 7.12934961103568
8501707;Villars-sur-Ollon, La Roche;Transports Publics du Chablais (Bus);BUS;VD;Ollon;5409;Villars-sur-Ollon;ch:1:sboid:100617;;2574053;1128804;1350;46.31013574253152, 7.101820692651643
8504202;Onnens-Bonvillars;Schweizerische Bundesbahnen SBB;;VD;Onnens (VD);5565;Onnens VD;ch:1:sboid:100001;Güterverkehr;2542873.844;1187106.296;435.5;46.83264056094969, 6.689858900834078
8507695;Onnens VD, croisée;PostAuto AG;BUS;VD;Onnens (VD);5565;Onnens VD;ch:1:sboid:100602;;2542804;1187786;477;46.8387484345975, 6.688858179794391
8581610;Oppens, La Tuilière;PostAuto AG;BUS;VD;Oppens;5923;Oppens;ch:1:sboid:100602;;2543542;1173920;560;46.71408688237777, 6.700245961135294
8507696;Oppens, croisée;PostAuto AG;BUS;VD;Oppens;5923;Oppens;ch:1:sboid:100602;;2542875;1173939;557;46.71420087643368, 6.691520701405202
8581116;Orbe, gare;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Orbe;5757;Orbe;ch:1:sboid:100694;;2530563.841;1175198.483;470;46.72435943334232, 6.530329913816158
8530262;St-Eloi;Transports Vallée de Joux-Yverdon-Ste-Croix;TRAIN;VD;Orbe;5757;Orbe;ch:1:sboid:100074;;2530690.876;1174781.434;460;46.72062137903839, 6.532054679166742
8577202;Orbe, Chantemerle;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Orbe;5757;Orbe;ch:1:sboid:100694;;2530409.46;1175860.895;490;46.730301605924204, 6.528209889724492
8595249;Orbe, Petit-Bois;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Orbe;5757;Orbe;ch:1:sboid:100694;;2530355.014;1176257.181;504;46.73386043836036, 6.527437338558557
8595482;Les Granges (Orbe), gare;Transports Vallée de Joux-Yverdon-Ste-Croix;BUS;VD;Orbe;5757;Orbe;ch:1:sboid:100694;;2531435.868;1174822.152;442;46.72106478609425, 6.541792416783904
